tin_type,tin_value,business_names,rates_95924_26,service_codes,n_files,files,npi_count,npis
npi,1013179761,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1013179761
npi,1013295716,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1013295716
npi,1013302744,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1013302744
npi,1013599372,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1013599372
npi,1013979277,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1013979277
npi,1023218914,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1023218914
npi,1023340940,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1023340940
npi,1023644952,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1023644952
npi,1033347240,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1033347240
npi,1033505821,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1033505821
npi,1043201502,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1043201502
npi,1043421845,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1043421845
npi,1043771165,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1043771165
npi,1053446013,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1053446013
npi,1073076915,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1073076915
npi,1073591228,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1073591228
npi,1073804431,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1073804431
npi,1083118574,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1083118574
npi,1083654289,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1083654289
npi,1083789556,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1083789556
npi,1083848477,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1083848477
npi,1083976757,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1083976757
npi,1093798852,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1093798852
npi,1093944332,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1093944332
npi,1093967283,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1093967283
npi,1104020791,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1104020791
npi,1104091107,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1104091107
npi,1104807767,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1104807767
npi,1114000734,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1114000734
npi,1114314127,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1114314127
npi,1114555323,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1114555323
npi,1124090691,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1124090691
npi,1134116270,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1134116270
npi,1134182769,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1134182769
npi,1134705072,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1134705072
npi,1144256090,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1144256090
npi,1144490533,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1144490533
npi,1144496324,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1144496324
npi,1144514688,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1144514688
npi,1154303170,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1154303170
npi,1154338028,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1154338028
npi,1164041612,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1164041612
npi,1164488128,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1164488128
npi,1164545299,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1164545299
npi,1164573283,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1164573283
npi,1164611612,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1164611612
npi,1164776449,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1164776449
npi,1174638407,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1174638407
npi,1174758130,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1174758130
npi,1174898118,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1174898118
npi,1184614414,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1184614414
npi,1184635633,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1184635633
npi,1184776510,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1184776510
npi,1184910689,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1184910689
npi,1184949224,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1184949224
npi,1194106609,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1194106609
npi,1194762724,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1194762724
npi,1205464518,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1205464518
npi,1205824356,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1205824356
npi,1215008693,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1215008693
npi,1215198692,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1215198692
npi,1215236476,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1215236476
npi,1225065394,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1225065394
npi,1225477953,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1225477953
npi,1225487036,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1225487036
npi,1235126061,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1235126061
npi,1235510645,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1235510645
npi,1235627373,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1235627373
npi,1235751462,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1235751462
npi,1245271881,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1245271881
npi,1245554708,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1245554708
npi,1255079703,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1255079703
npi,1255394730,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1255394730
npi,1255454393,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1255454393
npi,1255580031,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1255580031
npi,1255787214,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1255787214
npi,1255866232,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1255866232
npi,1265056758,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1265056758
npi,1265415616,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1265415616
npi,1265675292,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1265675292
npi,1265920888,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1265920888
npi,1275040891,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1275040891
npi,1275516296,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1275516296
npi,1275528192,,158.90 | 165.50,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1275528192
npi,1275630212,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1275630212
npi,1275731952,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1275731952
npi,1275734659,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1275734659
npi,1275940801,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1275940801
npi,1285048439,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1285048439
npi,1285945543,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1285945543
npi,1295149185,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1295149185
npi,1295805075,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1295805075
npi,1295932374,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1295932374
npi,1316146871,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1316146871
npi,1316202906,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1316202906
npi,1316255870,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1316255870
npi,1316343734,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1316343734
npi,1316964182,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1316964182
npi,1326006453,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1326006453
npi,1326038506,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1326038506
npi,1326071911,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1326071911
npi,1326362880,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1326362880
npi,1336135649,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1336135649
npi,1336182260,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1336182260
npi,1336722529,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1336722529
npi,1346227006,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1346227006
npi,1346279890,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1346279890
npi,1346625886,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1346625886
npi,1356477038,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1356477038
npi,1356530349,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1356530349
npi,1356538417,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1356538417
npi,1366609315,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1366609315
npi,1366691354,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1366691354
npi,1366837668,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1366837668
npi,1366861353,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1366861353
npi,1376073528,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1376073528
npi,1376170548,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1376170548
npi,1376548081,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1376548081
npi,1376599415,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1376599415
npi,1376640094,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1376640094
npi,1376863266,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1376863266
npi,1386063808,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1386063808
npi,1386270239,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1386270239
npi,1386792307,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1386792307
npi,1396205514,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1396205514
npi,1396727327,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1396727327
npi,1396735601,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1396735601
npi,1396788972,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1396788972
npi,1396957064,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1396957064
npi,1407070964,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1407070964
npi,1407234131,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1407234131
npi,1417049107,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1417049107
npi,1417235557,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1417235557
npi,1417277047,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1417277047
npi,1417908021,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1417908021
npi,1427012822,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1427012822
npi,1427292861,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1427292861
npi,1437112067,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1437112067
npi,1437115177,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1437115177
npi,1437247293,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1437247293
npi,1437592268,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1437592268
npi,1437735867,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1437735867
npi,1437787330,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1437787330
npi,1447273511,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1447273511
npi,1447315650,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1447315650
npi,1447770441,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1447770441
npi,1447786694,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1447786694
npi,1457341083,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1457341083
npi,1457628786,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1457628786
npi,1457757254,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1457757254
npi,1467457127,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1467457127
npi,1467846402,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1467846402
npi,1467868711,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1467868711
npi,1467912808,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1467912808
npi,1477222594,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1477222594
npi,1477535953,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1477535953
npi,1477537520,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1477537520
npi,1477563088,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1477563088
npi,1477718153,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1477718153
npi,1487635504,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1487635504
npi,1497040315,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1497040315
npi,1497275622,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1497275622
