tin_type,tin_value,business_names,rates_95924_26,service_codes,n_files,files,npi_count,npis
npi,1497853972,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1497853972
npi,1508270596,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1508270596
npi,1508396748,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1508396748
npi,1508478793,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1508478793
npi,1518905876,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1518905876
npi,1518932524,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1518932524
npi,1518957422,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1518957422
npi,1528059813,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1528059813
npi,1528404076,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1528404076
npi,1528406170,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1528406170
npi,1528472073,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1528472073
npi,1528473527,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1528473527
npi,1528550043,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1528550043
npi,1528558772,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1528558772
npi,1528562758,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1528562758
npi,1538131479,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1538131479
npi,1538664990,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1538664990
npi,1548207764,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1548207764
npi,1548433030,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1548433030
npi,1558343962,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1558343962
npi,1558348037,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1558348037
npi,1558615799,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1558615799
npi,1558947077,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1558947077
npi,1568733608,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1568733608
npi,1568957595,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1568957595
npi,1588011183,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1588011183
npi,1598749459,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1598749459
npi,1598751521,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1598751521
npi,1598972382,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1598972382
npi,1609069111,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1609069111
npi,1609118967,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1609118967
npi,1609397348,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1609397348
npi,1609894104,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1609894104
npi,1619472305,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1619472305
npi,1619968179,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1619968179
npi,1629015219,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1629015219
npi,1629069109,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1629069109
npi,1629099486,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1629099486
npi,1629654728,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1629654728
npi,1639674385,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1639674385
npi,1639828270,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1639828270
npi,1649251281,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1649251281
npi,1649414681,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1649414681
npi,1649474644,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1649474644
npi,1659908929,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1659908929
npi,1669792636,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1669792636
npi,1669823803,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1669823803
npi,1679718290,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1679718290
npi,1679981864,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1679981864
npi,1689136368,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1689136368
npi,1689646606,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1689646606
npi,1689929333,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1689929333
npi,1689960197,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1689960197
npi,1699327007,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1699327007
npi,1699758334,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1699758334
npi,1700043833,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1700043833
npi,1700813789,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1700813789
npi,1710206248,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1710206248
npi,1720050073,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1720050073
npi,1720101843,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1720101843
npi,1720108400,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1720108400
npi,1720247943,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1720247943
npi,1720463342,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1720463342
npi,1720581515,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1720581515
npi,1720607542,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1720607542
npi,1730150947,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1730150947
npi,1730476680,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1730476680
npi,1730542606,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1730542606
npi,1730609389,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1730609389
npi,1730766684,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1730766684
npi,1740276658,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1740276658
npi,1750623245,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1750623245
npi,1750724571,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1750724571
npi,1760809743,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1760809743
npi,1770894107,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1770894107
npi,1770900128,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1770900128
npi,1780022723,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1780022723
npi,1780642611,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1780642611
npi,1780646349,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1780646349
npi,1780973255,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1780973255
npi,1790103794,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1790103794
npi,1790273951,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1790273951
npi,1790361400,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1790361400
npi,1790742096,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1790742096
npi,1790742799,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1790742799
npi,1801123997,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1801123997
npi,1801273859,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1801273859
npi,1801278734,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1801278734
npi,1801877329,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1801877329
npi,1801882865,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1801882865
npi,1811083066,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1811083066
npi,1811142979,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1811142979
npi,1811201940,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1811201940
npi,1821061094,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1821061094
npi,1821406232,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1821406232
npi,1831264571,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1831264571
npi,1841429842,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1841429842
npi,1841619236,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1841619236
npi,1841853926,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1841853926
npi,1851325427,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1851325427
npi,1851339154,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1851339154
npi,1851483614,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1851483614
npi,1851928451,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1851928451
npi,1861507956,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1861507956
npi,1861735839,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1861735839
npi,1871150151,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1871150151
npi,1871539270,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1871539270
npi,1871549089,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1871549089
npi,1871577924,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1871577924
npi,1871583930,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1871583930
npi,1871687038,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1871687038
npi,1871880906,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1871880906
npi,1881057198,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1881057198
npi,1881184240,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1881184240
npi,1881696813,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1881696813
npi,1881759025,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1881759025
npi,1881794873,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1881794873
npi,1891080255,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1891080255
npi,1891280707,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1891280707
npi,1891777405,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1891777405
npi,1891927125,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1891927125
npi,1902295165,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1902295165
npi,1902913700,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1902913700
npi,1912002965,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1912002965
npi,1912009507,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1912009507
npi,1912135336,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1912135336
npi,1912267972,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1912267972
npi,1912388174,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1912388174
npi,1912908229,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1912908229
npi,1912932906,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1912932906
npi,1922273200,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1922273200
npi,1932339025,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1932339025
npi,1932605474,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1932605474
npi,1932696564,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1932696564
npi,1942664545,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1942664545
npi,1942697297,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1942697297
npi,1942829544,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1942829544
npi,1952664443,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1952664443
npi,1962842567,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1962842567
npi,1962908798,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1962908798
npi,1962931543,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1962931543
npi,1972588077,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1972588077
npi,1982262986,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1982262986
npi,1982266524,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1982266524
npi,1982280350,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1982280350
npi,1982620837,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1982620837
npi,1982658738,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1982658738
npi,1982666038,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1982666038
npi,1982667747,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1982667747
npi,1982680740,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1982680740
npi,1982809463,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1982809463
npi,1992798797,,97.07,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1992798797
ein,20-1629205,NORTHAMPTON NEUROLOGY LLC,135.70,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1417932542
ein,20-8220798,BOSTON PAIN CARE CENTER INC,167.83 | 167.85,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1518225952
ein,22-2984590,JOSLIN CLINIC INC,166.24,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1093762601
ein,23-7089746,NORTH END COMMUNITY HEALTH,238.33,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1518957422
ein,23-7211732,UPHAMS CORNER HEALTH COMMITTEEINC,143.66,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1801879150
ein,23-7425849,NEIGHBORHEALTH CORPORATION,143.66,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1184644536
ein,26-1149064,NEUROLOGY AND REHABILITATION PC,166.24,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1912988486
ein,26-4769083,AMAC NEUROLOGY AND SLEEP MEDICINE,173.66,11,4,Blue-Care-Elect-Fully-Insured | HMO-Blue-Fully-Insured | New-England-Managed-Care-Fully-Insured | PAR-Providers,1,1891903712
