npi,tier,hospital_affiliated,known_autonomic_biller,state,taxonomy
1679845713,T3,N,N,MA,Physician Assistant - Medical
1780611749,T1,N,N,MA,Social Worker - Clinical
1740713114,off-grid,N,N,RI,Obstetrics & Gynecology
1245296342,off-grid,Y,N,MA,Internal Medicine - Cardiovascular Disease
1093295693,T3,N,N,MA,Nurse Practitioner
1003596842,T5,N,N,MA,Speech-Language Pathologist
1134893506,T1,N,N,MA,Counselor - Mental Health
1538471685,T4,N,N,NH,Audiologist
1649556945,off-grid,N,N,MA,Counselor - Mental Health
1326719840,T1,N,N,RI,Counselor - Mental Health
1093773608,off-grid,N,N,MA,Pediatrics
1679114474,T1,N,N,MA,Community/Behavioral Health
1639127574,T5,N,N,CO,Radiology - Vascular & Interventional Radiology
1538734793,off-grid,N,N,MA,Nurse Practitioner - Family
1144919390,off-grid,N,N,NH,Behavior Analyst
1225276678,off-grid,Y,N,RI,Ophthalmology
1124004247,off-grid,N,N,MA,Optometrist
1669765640,T1,N,N,MA,Counselor - Mental Health
1124106505,T1,N,N,MA,Counselor - Mental Health
1548607799,off-grid,Y,N,MA,Surgery - Surgery of the Hand
1629636774,off-grid,Y,N,MA,Internal Medicine - Hematology & Oncology
1003078866,off-grid,Y,N,MA,Internal Medicine - Nephrology
1578112025,off-grid,Y,N,NH,Nurse Practitioner - Adult Health
1427503713,off-grid,Y,N,MA,Nurse Practitioner
1114983939,T4,N,N,VT,Psychologist - Clinical Child & Adolescent
1295902765,T1,N,N,LA,Social Worker - Clinical
1992936744,T5,N,N,RI,Internal Medicine
1598968885,off-grid,Y,N,NH,"Genetic Counselor, MS"
1487114120,off-grid,N,N,VA,Internal Medicine
1487225512,T1,N,N,AL,Counselor - Professional
1669570701,T1,N,N,MA,Social Worker - Clinical
1235283656,off-grid,Y,N,MA,Pathology - Anatomic Pathology & Clinical Pathology
1053535427,off-grid,Y,N,RI,Nurse Practitioner
1245962620,off-grid,Y,N,MA,Internal Medicine
1457930935,T5,N,N,MA,Family Medicine
1275085466,off-grid,Y,N,CA,Physician Assistant
1649262858,off-grid,Y,N,PA,Neurological Surgery
1972717973,T3,N,N,MA,Physician Assistant
1891075172,off-grid,N,N,AZ,Pathology - Anatomic Pathology & Clinical Pathology
1992765713,off-grid,N,N,RI,Internal Medicine - Hematology & Oncology
1336313899,off-grid,N,N,MA,Internal Medicine
1407838295,off-grid,N,N,MA,Ophthalmology
1467429274,T5,N,N,MA,Dermatology
1821150533,off-grid,N,N,RI,Psychiatry & Neurology - Psychiatry
1972270791,T3,N,N,NJ,Nurse Practitioner - Psychiatric/Mental Health
1326212879,off-grid,N,N,ME,Physical Therapist
1679546931,off-grid,N,N,MN,Radiology - Diagnostic Radiology
1184734360,T4,N,N,VT,Internal Medicine
1962682252,off-grid,Y,N,MA,Physician Assistant
1104054071,off-grid,N,N,ME,Orthopaedic Surgery
1609196450,off-grid,N,N,ME,Dermatology
1518925452,off-grid,N,N,MA,Pediatrics
1518909621,T5,N,N,MA,Pathology - Anatomic Pathology & Clinical Pathology
1467613687,off-grid,Y,N,MA,Hospitalist
1629389994,off-grid,N,N,RI,Emergency Medicine
1871889881,off-grid,N,N,MA,Internal Medicine - Rheumatology
1265412571,off-grid,N,N,MA,Pediatrics
1255041729,off-grid,Y,N,MA,Midwife
1689030579,off-grid,N,N,RI,Nurse Practitioner - Family
1194044719,off-grid,N,N,NY,Surgery
1912985490,off-grid,N,N,MA,Physician Assistant - Surgical
1578290938,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1255485249,off-grid,N,N,MA,Internal Medicine
1548396211,off-grid,N,N,NH,Internal Medicine - Gastroenterology
1104829506,off-grid,N,N,NH,"Internal Medicine - Endocrinology, Diabetes & Metabolism"
1215310529,off-grid,N,N,NH,Internal Medicine
1376751016,off-grid,N,N,NH,Family Medicine
1134802234,off-grid,N,N,MA,Social Worker - Clinical
1740373695,T1,N,N,MA,Social Worker - Clinical
1770021396,off-grid,N,N,MA,Social Worker - Clinical
1245908284,T1,N,N,NC,Counselor - Mental Health
1629473251,T3,N,N,MA,Nurse Practitioner - Adult Health
1316198773,off-grid,Y,N,MA,Pediatrics - Pediatric Emergency Medicine
1003802943,T5,N,N,RI,Physical Therapist
1710195334,off-grid,N,N,MA,Nurse Practitioner - Adult Health
1861464927,off-grid,N,N,MA,Urology
1932641172,off-grid,Y,N,MA,Physician Assistant
1124059696,off-grid,N,N,RI,Internal Medicine - Gastroenterology
1396128252,T1,N,N,NC,Social Worker - Clinical
1457421539,off-grid,N,N,NH,Physician Assistant
1366931487,off-grid,N,N,NY,Social Worker - Clinical
1205390176,off-grid,N,N,MA,Physician Assistant
1043887300,T5,N,N,MA,Psychiatry & Neurology - Psychiatry
1881000172,off-grid,N,N,DC,Otolaryngology
1295322733,off-grid,Y,N,MA,Nurse Practitioner - Family
1598880395,T5,N,N,MA,Physical Therapist
1699278473,off-grid,N,N,MA,Psychiatry & Neurology - Psychiatry
1669771614,T1,N,N,MA,Counselor - Mental Health
1245889823,T1,N,N,MA,Social Worker - Clinical
1699884569,T2,N,N,ME,Social Worker - Clinical
1134599343,T1,N,N,RI,Social Worker - Clinical
1205165669,T1,N,N,MA,Counselor
1700775848,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1437816154,T1,N,N,MA,Social Worker - Clinical
1649797663,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1114039849,off-grid,N,N,NJ,Emergency Medicine
1811381106,off-grid,N,N,ME,Emergency Medicine
1316651243,off-grid,Y,N,MA,Nurse Practitioner
1720066343,off-grid,N,N,MA,Psychiatry & Neurology - Psychiatry
1972863447,off-grid,N,N,ME,"Internal Medicine - Endocrinology, Diabetes & Metabolism"
1548242647,off-grid,N,N,CT,Psychiatry & Neurology - Neurology
1023421880,T3,N,N,MA,Nurse Practitioner - Adult Health
1457444861,off-grid,N,N,MA,Advanced Practice Midwife
1831301811,off-grid,Y,N,TN,Psychiatry & Neurology - Neurology
1750378139,off-grid,N,N,MA,Pediatrics
1306251459,off-grid,N,N,WV,Surgery
1073178737,off-grid,Y,N,MA,Internal Medicine - Medical Oncology
1083174916,off-grid,Y,N,MA,Psychiatry & Neurology - Psychiatry
1487175220,T1,N,N,MA,Counselor - Mental Health
1609105667,off-grid,N,N,MA,Nurse Practitioner - Adult Health
1063741635,T1,N,N,CT,Social Worker - Clinical
1598849671,T2,N,N,ME,Social Worker - Clinical
1932900602,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1659909554,off-grid,Y,N,MA,Surgery - Vascular Surgery
1518495027,off-grid,N,N,MA,Dentist
1336168715,T5,N,N,MA,Psychologist
1063056612,T1,N,N,MA,Social Worker - Clinical
1588671762,T5,Y,N,MA,Internal Medicine - Medical Oncology
1326292566,off-grid,N,N,MA,Nurse Practitioner
1376141259,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1386993152,off-grid,N,N,MA,Nurse Practitioner - Family
1023000338,T5,N,N,NE,Radiology - Diagnostic Radiology
1538715990,off-grid,N,N,RI,Dermatology
1346758646,T1,N,N,NY,Social Worker - Clinical
1508363540,T5,N,N,MA,Ophthalmology
1336354224,T1,N,N,MA,Social Worker
1346467792,T1,N,N,MA,Counselor - Mental Health
1053699595,off-grid,Y,N,NH,Family Medicine
1730368721,T5,N,N,MN,Radiology - Diagnostic Radiology
1871713131,T1,N,N,MA,Social Worker - Clinical
1902889207,off-grid,N,N,MA,Ophthalmology
1811494347,T1,N,N,FL,Social Worker - Clinical
1437619145,T4,Y,N,NY,Emergency Medicine
1164498283,off-grid,N,N,ME,Family Medicine
1639121957,off-grid,N,N,MA,Internal Medicine - Infectious Disease
1932411071,T1,N,N,GA,Social Worker - Clinical
1053005645,T1,N,N,MI,Behavior Analyst
1174037998,T1,N,N,MA,Counselor - Mental Health
1992507461,off-grid,N,N,MA,Registered Nurse
1851737811,off-grid,N,N,ME,Internal Medicine
1578043519,off-grid,N,N,NH,Social Worker
1457922908,off-grid,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1568426039,off-grid,N,N,NH,Pediatrics
1548607799,T5,N,N,MA,Surgery - Surgery of the Hand
1871500793,off-grid,Y,N,RI,Internal Medicine - Cardiovascular Disease
1275551863,off-grid,N,N,MA,Optometrist
1083097398,T1,N,N,TX,Counselor - Professional
1295014967,T5,N,N,RI,Psychologist - Clinical
1235657925,off-grid,N,N,NY,Family Medicine
1225038078,off-grid,N,N,MA,Advanced Practice Midwife
1932713724,off-grid,N,N,MA,Nurse Practitioner - Gerontology
1245650860,T5,N,N,MA,Ophthalmology
1700263571,off-grid,N,N,NH,Hospitalist
1033176466,off-grid,N,N,MA,Internal Medicine - Interventional Cardiology
1114414828,off-grid,Y,N,MA,Psychiatry & Neurology - Psychiatry
1689891129,off-grid,Y,N,MA,Internal Medicine - Hematology
1063739969,off-grid,Y,N,MA,Internal Medicine - Hematology & Oncology
1609186337,off-grid,N,N,RI,Internal Medicine
1497314520,T5,N,N,MA,Speech-Language Pathologist
1578542585,off-grid,N,N,MN,Radiology - Diagnostic Radiology
1396846275,off-grid,Y,N,MA,Hospitalist
1952382558,off-grid,N,N,MA,Emergency Medicine - Emergency Medical Services
1710516273,off-grid,Y,N,MA,Radiology - Diagnostic Radiology
1861939027,off-grid,Y,N,MA,Physician Assistant - Surgical
1972281871,off-grid,N,N,MA,Counselor - Mental Health
1841675105,off-grid,N,N,MA,Chiropractor
1558898569,off-grid,N,N,NM,Family Medicine
1881344901,T1,N,N,MA,Behavior Analyst
1528646536,T5,Y,N,MA,Radiology - Diagnostic Radiology
1437140209,off-grid,N,N,NH,Internal Medicine - Nephrology
1538895016,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1548502982,off-grid,N,N,NH,Emergency Medicine
1114284288,off-grid,N,N,MA,Orthopaedic Surgery - Sports Medicine
1881986156,T1,N,N,RI,Counselor - Mental Health
1699881516,off-grid,Y,N,MA,Orthopaedic Surgery
1154963650,T1,N,N,MA,Behavior Analyst
1073825964,T1,N,N,MA,Counselor - Mental Health
1932261237,T5,N,N,MA,Psychologist - Clinical
1053551630,off-grid,N,N,IL,Emergency Medicine
1891786901,off-grid,N,N,MA,Otolaryngology - Pediatric Otolaryngology
1043746373,off-grid,N,N,NH,Internal Medicine
1235152638,off-grid,Y,N,MA,Nurse Practitioner
1568818136,off-grid,N,N,MA,Oral & Maxillofacial Surgery
1295906931,off-grid,N,N,ME,Ophthalmology
1083467195,off-grid,N,N,NH,Chiropractor
1841963170,T3,N,N,ME,Nurse Practitioner - Psychiatric/Mental Health
1457356024,T2,N,N,ME,Optometrist
1528560638,off-grid,N,N,MA,Social Worker - Clinical
1942868567,off-grid,Y,N,MA,Pathology - Anatomic Pathology & Clinical Pathology
1902544067,T1,N,N,NY,Counselor - Mental Health
1134193519,off-grid,N,N,MA,Radiology - Diagnostic Radiology
1619428984,off-grid,N,N,NH,Social Worker - Clinical
1689921397,T1,N,N,MA,Counselor - Mental Health
1275582090,off-grid,N,N,MA,Radiology - Diagnostic Radiology
1265697171,off-grid,N,N,MA,Internal Medicine
1912357161,off-grid,Y,N,IL,Psychiatry & Neurology - Neurology
1760933816,T1,N,N,MA,Counselor - Mental Health
1144744921,off-grid,N,N,CO,Advanced Practice Midwife
1154428043,off-grid,Y,N,MA,Social Worker - Clinical
1013311174,off-grid,Y,N,NH,Nurse Practitioner - Family
1770572851,T5,N,N,MA,Internal Medicine - Pulmonary Disease
1194725465,off-grid,N,N,ME,Emergency Medicine
1033991591,off-grid,N,N,ME,Physician Assistant - Surgical
1861201071,off-grid,N,N,ME,Nurse Practitioner - Psychiatric/Mental Health
1609075175,off-grid,Y,N,MA,Psychiatry & Neurology - Neurology
1295332989,off-grid,N,N,MA,Nurse Practitioner - Family
1700235652,off-grid,Y,N,MA,Emergency Medicine
1881951226,off-grid,N,N,MA,Emergency Medicine
1477108330,off-grid,N,N,NH,Physician Assistant
1578006540,off-grid,N,N,MA,Physician Assistant - Medical
1144668971,off-grid,Y,N,MA,Nurse Practitioner - Pediatrics
1629298658,off-grid,N,N,MA,Surgery
1235316720,off-grid,Y,N,NH,Radiology - Radiation Oncology
1760108260,T1,N,N,MA,Counselor - Mental Health
1356626964,off-grid,N,N,NH,Nurse Practitioner - Adult Health
1538234240,off-grid,N,N,CT,Internal Medicine - Gastroenterology
1497718407,off-grid,N,N,MA,Internal Medicine
1033219696,off-grid,N,N,MA,Psychologist - Clinical Child & Adolescent
1073761847,T5,N,N,MA,Audiologist
1184890931,T5,N,N,MA,Psychiatry & Neurology - Psychiatry
1659066165,off-grid,N,N,NH,Nurse Practitioner - Family
1063954485,off-grid,Y,N,MA,Nurse Practitioner
1063954170,T5,N,N,MA,Physical Therapist
1477167161,T1,N,N,MA,Social Worker
1720457799,off-grid,Y,N,MA,Nurse Practitioner - Acute Care
1306819719,T5,N,N,MA,Pathology - Anatomic Pathology & Clinical Pathology
1881737583,T2,N,N,CA,Marriage & Family Therapist
1609991439,off-grid,N,N,MA,Radiology - Radiation Oncology
1225661424,T1,N,N,MA,Social Worker - Clinical
1306815998,off-grid,Y,N,MA,Obstetrics & Gynecology
1427675834,T1,N,N,MA,Community/Behavioral Health
1164614434,T5,N,N,MA,Obstetrics & Gynecology
1689704165,T4,N,N,NH,Psychologist - Clinical
1427116979,T1,N,N,MA,Social Worker - Clinical
1518609312,off-grid,N,N,ME,Nurse Practitioner - Neonatal
1770074940,T1,N,N,MA,Counselor
1699156315,off-grid,N,N,ME,Nurse Practitioner
1689724718,off-grid,Y,N,MA,Nurse Practitioner - Adult Health
1497806889,off-grid,N,N,NH,Social Worker - Clinical
1891419933,off-grid,N,N,MA,Nurse Practitioner
1629092937,off-grid,N,N,IL,Surgery
1376583807,off-grid,Y,N,MA,Pediatrics - Pediatric Hematology-Oncology
1780902056,off-grid,Y,N,MA,Internal Medicine - Medical Oncology
1093947608,off-grid,N,N,MA,Physician Assistant
1699160663,T5,N,N,MD,"Dietitian, Registered"
1295097970,off-grid,Y,N,IA,Radiology - Diagnostic Radiology
1538446992,off-grid,Y,N,MA,Nurse Practitioner - Family
1104153105,off-grid,Y,N,MA,Internal Medicine - Hematology & Oncology
1194043562,off-grid,Y,N,MA,Psychologist
1033746862,T5,Y,N,MA,Internal Medicine - Gastroenterology
1134748882,off-grid,Y,N,MA,Physician Assistant - Medical
1609431386,T5,N,N,MA,Internal Medicine
1861906745,off-grid,N,N,MA,Nurse Practitioner - Primary Care
1427161017,T2,N,N,ME,Counselor - Professional
1770013799,off-grid,N,N,ME,Emergency Medicine
1225094592,off-grid,N,N,ME,Internal Medicine - Cardiovascular Disease
1750153821,off-grid,Y,N,MA,Nurse Practitioner - Acute Care
1164810610,T3,N,N,SC,Nurse Practitioner - Psychiatric/Mental Health
1538573894,off-grid,N,N,SC,Radiology - Diagnostic Radiology
1104155258,off-grid,Y,N,MN,Radiology - Diagnostic Radiology
1275641029,off-grid,Y,N,MA,Otolaryngology
1598028409,off-grid,N,N,MA,Pathology - Anatomic Pathology & Clinical Pathology
1538403712,T1,N,N,MA,Social Worker - Clinical
1659678597,T4,N,N,NH,Speech-Language Pathologist
1184820599,T1,N,N,PA,Marriage & Family Therapist
1851316152,off-grid,N,N,NH,Dermatology
1063553162,T1,N,N,MA,Counselor - Mental Health
1033625769,off-grid,N,N,RI,Counselor - Mental Health
1255930186,off-grid,Y,N,NY,Occupational Therapist
1770803629,off-grid,Y,N,MA,Internal Medicine - Rheumatology
1184066219,off-grid,Y,N,MA,Psychiatry & Neurology - Psychiatry
1457356594,off-grid,N,N,ME,Surgery
1952401028,off-grid,N,N,MA,Surgery
1346584224,T1,N,N,MA,Counselor - Mental Health
1316313992,off-grid,N,N,MA,Internal Medicine
1508582271,T5,N,N,GA,"Dietitian, Registered"
1790742898,off-grid,N,N,ID,Family Medicine
1609895804,T5,N,N,MA,Pediatrics
1275655367,T1,Y,N,MA,Counselor - Mental Health
1134106271,off-grid,N,N,MA,Internal Medicine
1225787765,off-grid,N,N,MA,Family Medicine
1689635534,off-grid,N,N,MA,Family Medicine
1023024031,off-grid,Y,N,MA,Hospitalist
1487832242,off-grid,Y,N,MA,Internal Medicine - Cardiovascular Disease
1669892014,off-grid,Y,N,MA,Pediatrics
1679992887,off-grid,Y,N,NH,Otolaryngology
1528035920,off-grid,N,N,NH,Radiology - Diagnostic Radiology
1316564180,off-grid,Y,N,MA,Internal Medicine
1306307533,T5,N,N,MA,Orthopaedic Surgery
1407408735,T3,N,N,MA,Physician Assistant - Surgical
1497800734,off-grid,N,N,ME,Family Medicine
1376971838,off-grid,N,N,MA,Nurse Practitioner - Family
1871500793,T5,N,N,RI,Internal Medicine - Cardiovascular Disease
1760477962,off-grid,N,N,RI,Internal Medicine
1083469506,off-grid,N,N,NH,Physician Assistant
1285881300,off-grid,Y,N,NJ,Physician Assistant
1942431051,T5,Y,N,OH,Pediatrics
1679532469,off-grid,Y,N,MA,Urology
1356321483,off-grid,N,N,RI,Pediatrics
1073874848,T1,N,N,MA,Social Worker - Clinical
1720394497,off-grid,N,N,NH,Nurse Practitioner - Family
1407832975,off-grid,N,N,MA,Pediatrics
1154335354,off-grid,N,N,MA,Nurse Practitioner
1255576211,T1,N,N,NH,Counselor - Mental Health
1194366443,T4,N,N,NH,Occupational Therapist
1871337790,off-grid,N,N,MA,Physician Assistant
1245849959,off-grid,N,N,MA,Social Worker - Clinical
1922887173,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1114288404,T2,N,N,IL,Social Worker - Clinical
1568272870,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1396037800,off-grid,Y,N,MA,Emergency Medicine
1922362458,T1,N,N,MA,Social Worker - Clinical
1396944732,off-grid,Y,N,MA,"Clinical Nurse Specialist - Psychiatric/Mental Health, Adult"
1124646286,off-grid,N,N,MA,Physician Assistant
1053632539,off-grid,N,N,MA,Internal Medicine - Pulmonary Disease
1487378451,T3,N,N,RI,Nurse Practitioner
1447217229,off-grid,Y,N,MA,Internal Medicine - Medical Oncology
1811610322,off-grid,N,N,NH,Nurse Practitioner - Gerontology
1346620382,T5,N,N,MD,Student in an Organized Health Care Education/Training Program
1598393696,off-grid,N,N,AR,Obstetrics & Gynecology
1790151967,off-grid,Y,N,MA,Nurse Practitioner - Family
1922849926,T1,N,N,VT,Social Worker - Clinical
1477831667,T1,N,N,MA,Counselor - Mental Health
1710229042,T1,N,N,CA,Social Worker - Clinical
1407243884,off-grid,N,N,ME,Hospitalist
1205192838,off-grid,Y,N,FL,Psychiatry & Neurology - Neurology
1528159332,T5,N,N,MA,Psychiatry & Neurology - Psychiatry
1295550820,off-grid,Y,N,ME,Nurse Practitioner - Psychiatric/Mental Health
1467487074,T3,N,N,NH,Nurse Practitioner - Adult Health
1528403508,off-grid,N,N,MA,Nurse Practitioner - Pediatrics
1154987857,off-grid,Y,N,MA,Psychiatry & Neurology - Geriatric Psychiatry
1699054056,off-grid,Y,N,MA,Nurse Practitioner - Family
1306337142,T1,N,N,MA,Behavior Analyst
1336526912,off-grid,N,N,ME,Emergency Medicine
1386338721,T1,N,N,MA,Behavior Analyst
1134529456,off-grid,N,N,NH,Advanced Practice Midwife
1639378789,off-grid,N,N,MA,Internal Medicine - Gastroenterology
1770833543,off-grid,N,N,NH,Counselor - Mental Health
1790413862,off-grid,Y,N,RI,Psychologist - Clinical
1912237116,off-grid,Y,N,MA,Nurse Practitioner
1053841080,T1,N,N,KS,Counselor - Professional
1326796327,off-grid,N,N,NC,Advanced Practice Midwife
1225498900,off-grid,N,N,NH,Nurse Practitioner - Psychiatric/Mental Health
1851964050,off-grid,Y,N,MA,Internal Medicine
1144981101,T1,N,N,RI,Counselor - Mental Health
1659199552,off-grid,N,N,MA,Nurse Practitioner - Primary Care
1073995163,off-grid,N,N,MA,Dermatology
1306358791,off-grid,Y,N,MA,Family Medicine
1912457029,off-grid,Y,N,FL,Nurse Practitioner
1427541069,off-grid,N,N,NH,Physician Assistant
1316971070,off-grid,N,N,MA,Emergency Medicine
1578538047,off-grid,Y,N,MA,Surgery
1780814723,off-grid,Y,N,MA,Psychiatry & Neurology - Neurology with Special Qualifications in Child Neurology
1457341679,off-grid,Y,N,MA,Internal Medicine - Nephrology
1336984368,T3,Y,N,MA,Nurse Practitioner - Pediatrics
1407020605,off-grid,N,N,MA,Counselor
1215431713,off-grid,Y,N,MA,Pediatrics - Pediatric Hematology-Oncology
1689136723,T1,N,N,MA,Counselor
1679218101,T1,N,N,TX,Social Worker
1841478021,T1,N,N,MA,Social Worker - Clinical
1699936120,T1,N,N,TX,Social Worker - Clinical
1558047324,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1639736358,off-grid,Y,N,ME,Nurse Practitioner - Psychiatric/Mental Health
1124664081,off-grid,Y,N,MA,Nurse Practitioner - Family
1376883405,T1,N,N,MA,Counselor - Mental Health
1750468393,off-grid,Y,N,MA,Emergency Medicine - Emergency Medical Services
1568129567,off-grid,Y,N,MA,Nurse Practitioner - Primary Care
1104817204,off-grid,N,N,MA,Otolaryngology
1568214609,T1,N,N,NY,Social Worker
1306935978,off-grid,N,N,MA,Internal Medicine
1518598812,off-grid,N,N,MA,Counselor - Mental Health
1699476713,T1,N,N,FL,Social Worker - Clinical
1922775477,T5,N,N,MA,Psychologist
1568921781,off-grid,N,N,MA,Orthopaedic Surgery
1386200400,off-grid,Y,N,MA,Physician Assistant
1972835932,off-grid,Y,N,MA,Nurse Practitioner
1932254786,off-grid,N,N,MA,Internal Medicine - Gastroenterology
1972700581,off-grid,N,N,ME,Nurse Practitioner - Family
1245677368,T5,N,N,RI,Pediatrics
1932611167,T1,N,N,NC,Counselor - Professional
1508920562,off-grid,N,N,ME,Orthopaedic Surgery
1134576168,T5,N,N,MA,Occupational Therapist - Pediatrics
1730548595,off-grid,Y,N,MA,Physician Assistant - Medical
1073292272,T1,N,N,MA,Social Worker - Clinical
1215330428,T1,N,N,MA,Counselor - Mental Health
1285387316,off-grid,N,N,MA,Physician Assistant
1063049377,off-grid,N,N,ME,Internal Medicine
1740430610,off-grid,N,N,NH,Counselor - Addiction (Substance Use Disorder)
1689153454,off-grid,N,N,RI,Physician Assistant
1508220260,T5,Y,N,MA,Emergency Medicine
1992740864,T4,Y,N,VT,Family Medicine
1699709139,T5,N,N,FL,Radiology - Radiation Oncology
1568445294,T5,N,N,MA,Internal Medicine - Cardiovascular Disease
1518595495,off-grid,Y,N,MD,Radiology - Diagnostic Radiology
1952331506,off-grid,Y,N,MA,Internal Medicine - Rheumatology
1164896015,T1,N,N,MA,Counselor - Mental Health
1275409237,T4,N,N,NH,Nurse Practitioner - Family
1033347729,off-grid,N,N,MA,Pediatrics
1346669827,off-grid,N,N,GA,Neurological Surgery
1609184589,off-grid,N,N,MA,Nurse Practitioner
1154457547,off-grid,N,N,NH,Thoracic Surgery (Cardiothoracic Vascular Surgery)
1649220492,off-grid,N,N,ME,Counselor - Professional
1124326780,T1,N,N,MA,Counselor
1811965379,T4,N,N,NH,Otolaryngology
1720821838,off-grid,Y,N,MA,Optometrist
1679746564,off-grid,Y,N,MA,Obstetrics & Gynecology
1063422087,T5,N,N,RI,Radiology - Diagnostic Radiology
1528468121,off-grid,N,N,MA,Physician Assistant
1457418477,T1,N,N,MA,Counselor - Mental Health
1194780536,off-grid,Y,N,MA,Pediatrics - Neonatal-Perinatal Medicine
1982837357,T1,N,N,NC,Social Worker - Clinical
1932545324,off-grid,N,N,MA,Clinical Nurse Specialist - Psychiatric/Mental Health
1083143143,T2,N,N,ME,Counselor - Professional
1457373995,T1,N,N,MA,Social Worker - Clinical
1558876540,off-grid,N,N,VA,Counselor - Professional
1831177617,off-grid,Y,N,MA,Radiology - Diagnostic Radiology
1164488128,off-grid,N,N,MA,Psychiatry & Neurology - Neurology
1174505788,off-grid,N,N,FL,Physician Assistant
1881528073,off-grid,N,N,RI,Physician Assistant
1851152094,off-grid,N,N,NH,Chiropractor
1265581995,T5,N,N,RI,Pediatrics
1063562486,T5,N,N,RI,Internal Medicine
1790089159,off-grid,N,N,MA,Pathology - Anatomic Pathology & Clinical Pathology
1902012859,off-grid,N,N,NH,Nurse Practitioner - Family
1700377660,T1,N,N,NY,Social Worker - Clinical
1942633219,off-grid,N,N,ME,Occupational Therapist - Pediatrics
1780261354,off-grid,Y,N,MA,Pediatrics
1265825608,off-grid,N,N,NH,Social Worker - Clinical
1548288558,off-grid,Y,N,NH,Radiology - Diagnostic Radiology
1922531367,off-grid,N,N,NH,Nurse Practitioner - Family
1841989795,off-grid,N,N,NH,Counselor - Mental Health
1679057111,T1,Y,N,MA,Social Worker - Clinical
1568045359,off-grid,N,N,IL,Counselor - Mental Health
1184677213,off-grid,Y,N,MA,Clinic/Center - VA
1447838826,off-grid,Y,N,NH,Emergency Medicine
1568855807,T5,N,N,MA,"Dietitian, Registered"
1841659851,T1,N,N,MA,Counselor - Mental Health
1396811279,off-grid,N,N,NH,Obstetrics & Gynecology
1023088713,T4,N,N,NH,Family Medicine
1225423205,off-grid,N,N,NH,Psychiatry & Neurology - Psychiatry
1376908533,T1,N,N,MS,Social Worker - Clinical
1336242585,off-grid,N,N,ME,Family Medicine
1770296204,T1,N,N,MA,Social Worker - Clinical
1912207366,T1,N,N,MA,Behavior Analyst
1104712843,off-grid,N,N,VT,Nurse Practitioner - Family
1386682300,T4,N,N,NH,Nurse Practitioner - Family
1710342183,off-grid,N,N,MA,Nurse Practitioner - Family
1386603397,off-grid,N,N,ME,Family Medicine
1245227925,T5,N,N,MA,Internal Medicine
1164973590,T1,N,N,MA,Counselor - Mental Health
1144668781,off-grid,Y,N,MA,Psychiatry & Neurology - Neurology
1144298084,off-grid,Y,N,MA,Hospitalist
1417480351,off-grid,N,N,MA,Family Medicine
1649348038,off-grid,Y,N,NH,Advanced Practice Midwife
1225221120,T1,N,N,NH,Counselor - Mental Health
1861006157,T1,N,N,FL,Counselor - Mental Health
1285830554,off-grid,N,N,ME,Internal Medicine - Hematology & Oncology
1023082187,T5,N,N,MA,Psychiatry & Neurology - Child & Adolescent Psychiatry
1841967387,T4,N,N,ME,"Dietetic Technician, Registered"
1528791001,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1841623220,off-grid,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1922870757,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1497980346,off-grid,Y,N,NH,Family Medicine - Obesity Medicine
1609150689,T1,N,N,MA,Counselor - Mental Health
1578922407,T1,N,N,RI,Behavior Analyst
1417092636,off-grid,N,N,ME,Family Medicine
1952662520,off-grid,N,N,MD,Community/Behavioral Health
1609234533,off-grid,N,N,MA,Nurse Practitioner - Adult Health
1972598381,T5,N,N,MA,Marriage & Family Therapist
1780078329,off-grid,Y,N,MA,Internal Medicine - Hospice and Palliative Medicine
1598369860,off-grid,Y,N,MA,Nurse Practitioner - Family
1740579986,T1,N,N,TX,Social Worker - Clinical
1306273917,T2,N,N,ME,Social Worker - Clinical
1821799974,T3,N,N,FL,Nurse Practitioner - Psychiatric/Mental Health
1851686802,off-grid,N,N,ME,Chiropractor
1447802061,off-grid,Y,N,MA,Nurse Practitioner - Pediatrics
1730525254,T1,N,N,MA,Counselor
1821726803,off-grid,N,N,RI,Physician Assistant
1750881777,off-grid,N,N,MA,"Dietitian, Registered"
1710399456,off-grid,N,N,MA,Counselor - Mental Health
1184069056,off-grid,Y,N,MA,Urology
1366779654,off-grid,N,N,MA,Ophthalmology
1912917196,off-grid,N,N,MA,Chiropractor
1588247787,off-grid,Y,N,MA,Optometrist
1356737274,T3,N,N,MA,Physician Assistant - Medical
