npi,tier,hospital_affiliated,known_autonomic_biller,state,taxonomy
1760433817,T5,N,N,RI,Family Medicine
1689133613,off-grid,Y,N,NH,Emergency Medicine
1013513837,T3,N,N,MA,Nurse Practitioner - Adult Health
1710697438,T1,N,N,ME,Social Worker - Clinical
1114160058,off-grid,N,N,RI,Internal Medicine
1518753623,off-grid,Y,N,MA,Physician Assistant
1790190536,T1,Y,N,MA,Counselor - Mental Health
1649690199,T1,N,N,MA,Counselor
1528882081,off-grid,Y,N,NH,Nurse Practitioner - Family
1528596145,off-grid,Y,N,PA,Psychiatry & Neurology - Neurology
1265432959,T2,N,N,ME,Social Worker - Clinical
1598277071,T1,N,N,MA,Social Worker - Clinical
1487256954,off-grid,N,N,MA,Nurse Practitioner - Family
1770690141,off-grid,N,N,MA,General Practice
1184773244,T1,N,N,MA,Social Worker - Clinical
1710279930,T5,N,N,MA,Dentist
1174166763,off-grid,N,N,MA,Nurse Practitioner - Family
1013699412,off-grid,N,N,VT,Counselor - Mental Health
1780765032,off-grid,N,N,NH,Psychiatry & Neurology - Neurology with Special Qualifications in Child Neurology
1568446722,off-grid,Y,N,MA,Internal Medicine
1932092087,off-grid,N,N,MA,Optometrist
1174574222,off-grid,Y,N,IL,Radiology - Diagnostic Radiology
1750123667,off-grid,Y,N,MA,Physician Assistant
1447401856,T1,N,N,MA,Social Worker
1760407050,T5,N,N,MA,Physical Medicine & Rehabilitation
1891938395,off-grid,Y,N,NH,Internal Medicine - Cardiovascular Disease
1285969576,T1,N,N,MA,Social Worker - Clinical
1083975999,T1,N,N,MA,Behavior Analyst
1447355151,T3,N,N,MA,"Clinical Nurse Specialist - Psychiatric/Mental Health, Adult"
1104014117,off-grid,N,N,MA,Internal Medicine
1548562028,off-grid,N,N,MA,Nurse Practitioner - Family
1720668064,T5,N,N,RI,Pathology - Anatomic Pathology & Clinical Pathology
1629467873,T3,N,N,MA,Physician Assistant
1023037934,off-grid,N,N,IL,Surgery - Vascular Surgery
1316138910,off-grid,Y,N,NH,"Internal Medicine - Endocrinology, Diabetes & Metabolism"
1841806213,off-grid,Y,N,MA,Physician Assistant
1174800957,off-grid,Y,N,MA,Nurse Practitioner - Adult Health
1164579462,off-grid,Y,N,MA,Nurse Practitioner - Women's Health
1619222585,off-grid,Y,N,MA,Hospitalist
1912568015,T3,N,N,RI,Nurse Practitioner
1033767710,T1,N,N,MA,Counselor - Mental Health
1386318764,off-grid,N,N,MA,Optometrist
1902504780,T3,N,N,MA,Nurse Practitioner - Family
1104023829,T5,N,N,NY,Obstetrics & Gynecology
1790035939,off-grid,N,N,NJ,Internal Medicine - Cardiovascular Disease
1942474895,off-grid,N,N,MA,Internal Medicine - Clinical Cardiac Electrophysiology
1811257934,off-grid,N,N,RI,Internal Medicine - Gastroenterology
1275502890,off-grid,N,N,MA,"Internal Medicine - Endocrinology, Diabetes & Metabolism"
1457540528,T1,N,N,MA,Counselor - Mental Health
1669810974,T3,N,N,RI,Nurse Practitioner - Pediatrics
1780003558,off-grid,Y,N,VA,Pediatrics
1023165131,T1,N,N,MA,Counselor - Mental Health
1023702933,off-grid,Y,N,NH,Audiologist
1265963979,off-grid,Y,N,MA,Dermatology
1609332527,T1,N,N,NH,Counselor - Mental Health
1780624213,off-grid,N,N,MA,Dermatology
1346686441,off-grid,N,N,WI,Internal Medicine
1922484898,off-grid,N,N,CT,Nurse Practitioner - Family
1992832323,off-grid,Y,N,MA,Social Worker - Clinical
1922191063,T4,N,N,VT,Pathology - Anatomic Pathology & Clinical Pathology
1730852062,off-grid,N,N,MA,Social Worker - Clinical
1487066387,off-grid,N,N,MA,Obstetrics & Gynecology - Gynecologic Oncology
1871758060,off-grid,N,N,NH,Internal Medicine - Cardiovascular Disease
1881754943,T1,N,N,MA,Counselor - Mental Health
1598393191,T2,N,N,ME,Social Worker - Clinical
1588291223,T5,Y,N,MA,Internal Medicine
1881226082,off-grid,N,N,VT,Marriage & Family Therapist
1285878322,off-grid,N,N,MA,Psychologist - Clinical
1437736592,T5,N,N,MA,Emergency Medicine
1316407919,T5,Y,N,MA,Internal Medicine
1144581224,off-grid,N,N,NH,Urology - Pediatric Urology
1629457866,T1,N,N,MA,Counselor - Mental Health
1598745978,T3,N,N,MA,Physician Assistant - Medical
1417149642,T4,N,N,NH,Clinic/Center - Physical Therapy
1982768552,T1,N,N,NY,Social Worker - Clinical
1710427331,T3,N,N,MA,Physician Assistant
1609460468,T1,N,N,MA,Counselor - Mental Health
1790409449,T5,N,N,MA,"Dietitian, Registered"
1144872060,off-grid,Y,N,MA,Nurse Practitioner
1760578579,off-grid,N,N,NH,Surgery
1295121259,off-grid,Y,N,NH,Neurological Surgery
1245616796,T3,N,N,MA,Nurse Practitioner - Family
1326487158,T5,N,N,MA,Internal Medicine
1902418569,off-grid,N,N,MA,Nurse Practitioner
1144789470,off-grid,N,N,MA,Obstetrics & Gynecology
1265499495,off-grid,Y,N,MA,Family Medicine - Obesity Medicine
1750445086,T4,N,N,MN,Radiology - Diagnostic Radiology
1205869047,T5,N,N,MA,Family Medicine
1518300649,off-grid,Y,N,MA,Obstetrics & Gynecology
1275041642,off-grid,N,N,NH,Nurse Practitioner - Acute Care
1174591465,off-grid,Y,N,MA,Psychiatry & Neurology - Psychiatry
1134628084,T1,N,N,CO,Counselor - Professional
1326015967,off-grid,N,N,MA,Radiology - Neuroradiology
1447578638,T1,N,N,MA,Counselor - Mental Health
1558603035,off-grid,N,N,PA,Internal Medicine - Infectious Disease
1952302986,off-grid,N,N,MA,Nurse Practitioner - Family
1134653611,T1,N,N,MA,Counselor - Mental Health
1710934450,off-grid,N,N,MA,Psychiatry & Neurology - Neurology
1740563790,off-grid,N,N,MA,Dentist
1811920390,T5,N,N,MO,Internal Medicine
1265423867,off-grid,Y,N,MA,Pathology - Cytopathology
1639674385,T5,Y,N,MA,Psychiatry & Neurology - Neurology
1811923576,off-grid,N,N,VT,Radiology - Diagnostic Radiology
1811307580,off-grid,N,N,NH,Physician Assistant
1790714335,off-grid,N,N,MA,Internal Medicine - Geriatric Medicine
1851716088,T1,N,N,DE,Social Worker
1285259952,off-grid,Y,N,RI,Psychologist - Clinical
1972848711,T1,N,N,FL,Counselor - Mental Health
1215156534,off-grid,N,N,ME,Ophthalmology
1063816924,T1,N,N,MA,Behavior Analyst
1922062751,T3,N,N,MA,Nurse Practitioner
1497380265,off-grid,N,N,MA,Registered Nurse
1386368306,T3,Y,N,MA,Nurse Practitioner - Pediatrics
1932860194,T1,N,N,TX,Counselor - Mental Health
1477794170,off-grid,N,N,MA,Internal Medicine
1790175321,off-grid,N,N,MA,Physical Medicine & Rehabilitation
1801879002,off-grid,Y,N,MA,Internal Medicine - Hematology & Oncology
1144960634,off-grid,Y,N,MA,Nurse Practitioner
1598125197,T1,N,N,ME,Counselor - Professional
1568838720,off-grid,N,N,OH,Radiology - Diagnostic Radiology
1225254568,off-grid,N,N,ME,Emergency Medicine
1245572072,off-grid,N,N,MA,Family Medicine
1790805083,off-grid,Y,N,NH,Pathology - Anatomic Pathology & Clinical Pathology
1336234897,off-grid,N,N,ME,Pediatrics - Pediatric Cardiology
1780213629,off-grid,N,N,RI,Family Medicine
1376832303,off-grid,Y,N,MA,Internal Medicine - Hospice and Palliative Medicine
1407061724,T4,N,N,NH,Physical Therapist
1619468931,off-grid,Y,N,MA,Pediatrics
1114313962,off-grid,N,N,MA,Internal Medicine - Medical Oncology
1861252835,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1306830104,off-grid,N,N,WI,Internal Medicine
1881204550,off-grid,Y,N,RI,Internal Medicine
1265212476,T3,N,N,MA,Nurse Practitioner
1740621069,off-grid,N,N,MA,Optometrist
1093336513,T1,N,N,MA,Social Worker - Clinical
1841553724,off-grid,Y,N,RI,Psychologist - Clinical
1326438151,T1,N,N,DE,Social Worker - Clinical
1184916751,T5,N,N,NY,Psychologist - Counseling
1790331064,T5,N,N,MA,Physical Therapist
1841381290,off-grid,N,N,ME,Clinic/Center - Physical Therapy
1649661315,off-grid,N,N,NH,Orthopaedic Surgery
1508114265,T1,N,N,MA,Counselor - Mental Health
1851017024,off-grid,N,N,MA,Nurse Practitioner
1174992549,T1,N,N,NY,Counselor - Addiction (Substance Use Disorder)
1073193371,off-grid,Y,N,MA,Psychiatry & Neurology - Psychiatry
1861794638,T3,N,N,NH,Nurse Practitioner - Psychiatric/Mental Health
1639165988,off-grid,Y,N,MA,Psychiatry & Neurology - Psychiatry
1487674917,off-grid,N,N,NH,Social Worker
1841507050,off-grid,N,N,MA,Optometrist
1033213145,off-grid,N,N,MA,Optometrist
1821632738,off-grid,N,N,ME,Nurse Practitioner - Family
1801054150,T5,N,N,MA,Dermatology
1093150518,off-grid,N,N,RI,Counselor - Mental Health
1548244239,off-grid,Y,N,MA,Social Worker - Clinical
1467670927,T5,N,N,RI,Pediatrics
1477562353,off-grid,N,N,NH,Family Medicine
1447879051,T1,N,N,CT,Social Worker - Clinical
1174864136,T4,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1356802367,T5,N,N,RI,Emergency Medicine - Hospice and Palliative Medicine
1922494244,off-grid,N,N,MA,Internal Medicine
1578583902,off-grid,N,N,MA,Urology
1205172764,off-grid,N,N,ME,Chiropractor
1497105985,off-grid,Y,N,MA,Internal Medicine - Cardiovascular Disease
1023076254,off-grid,Y,N,MA,Emergency Medicine
1720169857,T2,N,N,ME,Social Worker - Clinical
1962023507,off-grid,N,N,RI,Psychologist - Clinical
1558855049,off-grid,N,N,ME,Advanced Practice Midwife
1659420982,off-grid,Y,N,MA,Neurological Surgery
1922319508,off-grid,N,N,MA,Psychologist - Clinical
1942798533,T1,N,N,MA,Counselor - Mental Health
1710483227,off-grid,Y,N,MA,Radiology - Radiation Oncology
1043992266,off-grid,Y,N,MA,Physician Assistant
1659415859,off-grid,N,N,NH,Family Medicine
1013517341,off-grid,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1346793452,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1720193485,T5,N,N,MA,Psychiatry & Neurology - Child & Adolescent Psychiatry
1487429114,off-grid,N,N,NH,Nurse Practitioner - Psychiatric/Mental Health
1306135561,off-grid,N,N,ME,Radiology - Diagnostic Radiology
1629454814,off-grid,N,N,MA,Obstetrics & Gynecology - Reproductive Endocrinology
1316565484,off-grid,N,N,NH,Physician Assistant - Medical
1508521766,T1,N,N,NY,Counselor - Mental Health
1861917114,T5,Y,N,MA,Radiology - Diagnostic Radiology
1033378831,off-grid,N,N,NH,Ophthalmology
1508893447,T5,N,N,MA,Hospitalist
1942404546,off-grid,N,N,MA,Pathology - Anatomic Pathology & Clinical Pathology
1134163645,off-grid,Y,N,MA,Nurse Practitioner - Family
1730295783,off-grid,N,N,NH,Pathology - Anatomic Pathology & Clinical Pathology
1487186904,off-grid,Y,N,MA,Internal Medicine
1104954163,T1,N,N,MA,Counselor - Professional
1467568261,T5,N,N,MN,Radiology - Diagnostic Radiology
1932516515,off-grid,N,N,MI,Nurse Practitioner - Family
1992168421,off-grid,Y,N,MA,Family Medicine
1336608843,off-grid,Y,N,RI,Psychologist - Clinical
1154093888,T1,N,N,MA,Social Worker - Clinical
1568111961,T5,Y,N,MA,Radiology - Diagnostic Radiology
1306475397,T5,N,N,MA,Podiatrist
1740569094,off-grid,Y,N,NH,Audiologist
1528057478,off-grid,N,N,NH,Family Medicine
1407961303,off-grid,Y,N,MA,Internal Medicine - Infectious Disease
1821746322,off-grid,N,N,ME,"Dietitian, Registered"
1528040649,off-grid,Y,N,MA,Internal Medicine
1659189397,T1,N,N,RI,Social Worker - Clinical
1326883570,T1,N,N,RI,Counselor - Mental Health
1154309946,off-grid,N,N,MA,Radiology - Diagnostic Radiology
1144407099,off-grid,Y,N,NY,Pathology - Anatomic Pathology & Clinical Pathology
1467528950,off-grid,Y,N,MA,Radiology - Diagnostic Radiology
1548559123,off-grid,Y,N,VA,Physical Medicine & Rehabilitation
1306591409,T5,Y,N,MA,Emergency Medicine
1386978146,T3,N,N,MA,Nurse Practitioner - Family
1669807954,off-grid,Y,N,MA,Nurse Practitioner - Family
1104316314,off-grid,Y,N,MA,Physician Assistant
1295792943,off-grid,Y,N,MA,Internal Medicine
1235331927,T1,N,N,MA,Counselor - Mental Health
1467289645,T5,Y,N,MA,Psychiatric Unit
1407852031,off-grid,Y,N,MA,Pediatrics
1518206093,T3,N,N,MA,Nurse Practitioner - Family
1295879260,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1750762944,T5,Y,N,MA,Internal Medicine
1912346859,off-grid,N,N,NH,Behavior Analyst
1689660284,off-grid,N,N,MA,Specialist
1063489961,off-grid,N,N,MA,Surgery
1457445876,off-grid,N,N,MA,Optometrist
1013200740,off-grid,N,N,MA,Otolaryngology
1093967572,off-grid,Y,N,MA,Internal Medicine - Medical Oncology
1811060403,off-grid,N,N,NH,Pathology - Anatomic Pathology & Clinical Pathology
1659723286,off-grid,N,N,NH,Nurse Practitioner - Family
1043270622,off-grid,Y,N,MA,"Nurse Practitioner - Neonatal, Critical Care"
1932204260,off-grid,N,N,MA,Hospitalist
1710042379,T1,N,N,MA,Counselor - Mental Health
1184605222,T4,N,N,NH,Physical Therapist
1629402391,off-grid,Y,N,MA,Nurse Practitioner
1548484090,T3,N,N,RI,Physician Assistant
1861860991,off-grid,Y,N,MA,Social Worker
1255959672,T1,N,N,MA,Counselor
1902034259,off-grid,N,N,MA,Ophthalmology
1952754947,off-grid,N,N,ME,Nurse Practitioner - Family
1134158058,off-grid,Y,N,MA,Internal Medicine
1255466314,T5,N,N,RI,Psychologist
1588314280,off-grid,N,N,MA,Family Medicine
1174781819,off-grid,N,N,MA,Obstetrics & Gynecology
1093771495,off-grid,Y,N,MA,Internal Medicine - Nephrology
1164537544,off-grid,Y,N,MN,Radiology - Diagnostic Radiology
1548510860,off-grid,N,N,MA,Nurse Practitioner - Pediatrics
1447786694,off-grid,N,N,MA,Psychiatry & Neurology - Neurology
1992263529,off-grid,Y,N,RI,Nurse Practitioner - Family
1275099723,T3,N,N,MA,Nurse Practitioner - Family
1497706402,off-grid,Y,N,MA,Neurological Surgery
1720428568,off-grid,N,N,NH,Surgery
1962741009,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1114193505,off-grid,Y,N,MA,Internal Medicine
1912095761,T5,N,N,MA,Psychologist - Clinical
1619304896,T1,N,N,MA,Counselor - Mental Health
1659997070,off-grid,N,N,NH,Optometrist
1194257873,off-grid,Y,N,RI,Ophthalmology - Cornea and External Diseases Specialist
1417138397,T5,N,N,MA,Psychiatry & Neurology - Psychiatry
1538191010,off-grid,N,N,MA,Emergency Medicine
1023514056,off-grid,Y,N,MA,Family Medicine - Sports Medicine
1295987543,off-grid,N,N,RI,"Internal Medicine - Endocrinology, Diabetes & Metabolism"
1881631836,off-grid,N,N,MA,Emergency Medicine
1255746970,off-grid,Y,N,MA,Physician Assistant
1487038022,T1,N,N,MA,Counselor - Mental Health
1881119378,off-grid,N,N,MA,Physician Assistant
1861133134,off-grid,Y,N,MA,Emergency Medicine - Emergency Medical Services
1932943883,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1417342742,off-grid,N,N,NH,Physician Assistant
1144205741,T5,N,N,MA,Psychologist
1962553578,off-grid,N,N,WY,Family Medicine
1306866389,T5,N,N,?,?
1376873133,off-grid,N,N,NH,Chiropractor
1598154353,T1,N,N,TX,Social Worker - Clinical
1184713380,T5,N,N,MA,Psychiatry & Neurology - Psychiatry
1811208887,off-grid,N,N,ME,Physician Assistant
1942242250,off-grid,N,N,NH,Nurse Practitioner
1508105339,T1,N,N,MA,Social Worker - Clinical
1730678509,T5,N,N,RI,Family Medicine
1053419333,off-grid,Y,N,CT,Physician Assistant - Medical
1578787248,off-grid,Y,N,MA,Internal Medicine
1871122002,off-grid,N,N,MA,Ophthalmology
1437568052,T5,N,N,MA,Acupuncturist
1114343092,T5,N,N,RI,"Dietitian, Registered"
1497711428,off-grid,N,N,MA,Nurse Practitioner
1265614499,off-grid,N,N,RI,Chiropractor
1649607425,off-grid,N,N,WA,Nurse Practitioner
1992898233,T5,N,N,RI,Internal Medicine
1144549973,off-grid,N,N,CA,Internal Medicine
1689860173,off-grid,Y,N,MA,Nurse Practitioner - Adult Health
1255416590,T1,N,N,MA,Social Worker - Clinical
1508542135,off-grid,N,N,PA,Student in an Organized Health Care Education/Training Program
1295205607,T1,N,N,TN,Social Worker - Clinical
1225050743,T5,N,N,MA,Internal Medicine
1053479832,off-grid,N,N,NH,Obstetrics & Gynecology
1417337577,T1,N,N,MA,Counselor - Mental Health
1255793832,off-grid,Y,N,MA,Emergency Medicine - Pediatric Emergency Medicine
1609135342,off-grid,Y,N,RI,Psychiatry & Neurology - Psychiatry
1427325265,off-grid,N,N,MA,Counselor - Addiction (Substance Use Disorder)
1346382835,T5,Y,N,MA,Family Medicine - Sports Medicine
1427434455,off-grid,Y,N,MA,Physician Assistant - Medical
1568932861,off-grid,Y,N,MA,Nurse Practitioner - Family
1841301546,off-grid,N,N,MA,Orthopaedic Surgery
1508418021,off-grid,Y,N,MA,Nurse Practitioner
1922545011,T1,N,N,RI,Counselor - Mental Health
1780094979,off-grid,N,N,NH,Internal Medicine - Pulmonary Disease
1689239329,T1,N,N,MA,Counselor - Mental Health
1417368325,off-grid,Y,N,MA,Internal Medicine
1013238963,off-grid,N,N,MA,Internal Medicine
1609965029,off-grid,N,N,MA,Chiropractor
1528116225,T1,N,N,MA,Social Worker - Clinical
1194258020,T5,Y,N,MA,Internal Medicine - Cardiovascular Disease
1205290152,off-grid,N,N,ME,Family Medicine
1578836466,off-grid,N,N,ME,Physician Assistant
1922432780,T1,N,N,FL,Social Worker - Clinical
1427054576,off-grid,N,N,MA,Ophthalmology
1316629652,off-grid,Y,N,MA,Radiology - Diagnostic Radiology
1770168981,off-grid,Y,N,MA,Nurse Practitioner
1497982102,T5,N,N,MA,Family Medicine
1023114949,T1,N,N,MA,Counselor - Mental Health
1427757095,T2,N,N,ME,Counselor - Professional
1962400366,off-grid,N,N,MA,Internal Medicine - Gastroenterology
1598393381,off-grid,Y,N,MA,Nurse Practitioner
1598935611,T5,N,N,MA,Pathology - Dermatopathology
1275987299,off-grid,Y,N,MA,Surgery
1215371646,off-grid,Y,N,NH,Internal Medicine - Interventional Cardiology
1710369640,off-grid,Y,N,MA,Internal Medicine - Hematology
1124525829,off-grid,N,N,NM,Emergency Medicine
1003350455,T1,N,N,MA,Social Worker - Clinical
1578514774,T5,Y,N,MA,Internal Medicine - Infectious Disease
1295969772,off-grid,Y,N,MA,Radiology - Diagnostic Radiology
1427866425,T1,N,N,NJ,Social Worker
1962575928,off-grid,N,N,WA,Internal Medicine - Gastroenterology
1487012688,T2,N,N,ME,Counselor - Mental Health
1235528050,off-grid,Y,N,MA,Nurse Practitioner - Family
1437404563,off-grid,N,N,TX,Psychiatry & Neurology - Neurology
1639667553,off-grid,N,N,NH,Family Medicine
1134564974,off-grid,Y,N,NH,"Internal Medicine - Endocrinology, Diabetes & Metabolism"
1639490378,off-grid,Y,N,NH,Internal Medicine - Infectious Disease
1467659938,off-grid,N,N,MA,Emergency Medicine
1760123723,T5,Y,N,MA,Pediatrics
1598261745,off-grid,Y,N,MA,Family Medicine
1841602422,T1,N,N,MA,Counselor - Mental Health
1275570855,off-grid,Y,N,MA,Psychiatry & Neurology - Psychiatry
1316189657,T5,N,N,MA,Speech-Language Pathologist
1124035647,off-grid,Y,N,MA,Physician Assistant
1790051019,off-grid,N,N,MA,Emergency Medicine
1336530518,off-grid,N,N,NH,Advanced Practice Midwife
1851545495,T5,N,N,MA,"Dietitian, Registered"
1528527033,off-grid,Y,N,MA,Social Worker - Clinical
1710078068,off-grid,N,N,NH,Psychologist - Clinical
1164763512,off-grid,N,N,MA,Nurse Practitioner
1639852296,T1,N,N,VA,Counselor - Mental Health
1659478261,T5,N,N,MA,Radiology - Diagnostic Radiology
1497721930,off-grid,N,N,ME,Family Medicine - Hospice and Palliative Medicine
1588291314,off-grid,Y,N,NH,Internal Medicine - Cardiovascular Disease
1194363879,T1,N,N,NY,Counselor - Mental Health
1811504236,T1,N,N,MA,Social Worker
1912624610,off-grid,N,N,MA,Social Worker
1689489791,T1,N,N,NH,Social Worker - Clinical
1639165517,off-grid,N,N,MA,Pediatrics - Adolescent Medicine
1134110638,off-grid,Y,N,MA,Internal Medicine
1154936631,T1,N,N,MA,Social Worker
1023599073,T1,N,N,MA,Counselor - Mental Health
1265800023,T3,N,N,RI,Physician Assistant
1972036606,off-grid,Y,N,NH,Pediatrics
1639526619,off-grid,Y,N,NH,Internal Medicine
1861620437,off-grid,Y,N,MA,Physician Assistant
1346771953,off-grid,Y,N,NH,Surgery
1366508442,off-grid,N,N,MN,Radiology - Diagnostic Radiology
1649937541,T5,N,N,MA,Psychologist - Clinical
1336164193,off-grid,Y,N,NH,Family Medicine
1770668832,T1,N,N,MA,Social Worker
1174732242,off-grid,N,N,ME,Nurse Practitioner - Family
1053372813,off-grid,N,N,MA,Nurse Practitioner - Adult Health
1811469588,T1,N,N,NY,Social Worker
1326524158,off-grid,N,N,MA,Counselor - Mental Health
1598708687,off-grid,N,N,MA,Family Medicine
1003807587,off-grid,Y,N,MA,Pediatrics
1922071349,off-grid,N,N,ME,Physician Assistant
1083688774,off-grid,N,N,MA,Psychiatry & Neurology - Psychiatry
1508004292,T1,N,N,MA,Counselor
1346540648,T1,N,N,MA,Counselor - Mental Health
1902420441,off-grid,Y,N,MA,Physician Assistant
1104054261,T5,N,N,RI,Family Medicine
1740238021,off-grid,N,N,NH,Physician Assistant - Medical
1558312561,off-grid,N,N,MA,Internal Medicine
1033258827,off-grid,Y,N,MA,Pediatrics
1013960822,off-grid,N,N,MA,Internal Medicine - Nephrology
1518069814,T1,N,N,MA,Counselor - Addiction (Substance Use Disorder)
1760494603,off-grid,N,N,ME,Physician Assistant
1811638893,off-grid,N,N,MA,Family Medicine
1992321954,off-grid,N,N,ME,Emergency Medicine
1811685977,off-grid,N,N,MA,Social Worker - Clinical
1780681965,off-grid,N,N,MA,Surgery
1700520699,off-grid,N,N,NH,Family Medicine
1831776418,off-grid,Y,N,MA,Internal Medicine
1881642544,off-grid,N,N,ME,Nurse Practitioner
1902460314,T5,Y,N,MA,Otolaryngology
1174179501,off-grid,N,N,MA,Nurse Practitioner
1255741120,T1,N,N,MA,Counselor - Mental Health
1124480355,T5,N,N,MA,Psychiatry & Neurology - Psychiatry
1376519983,off-grid,Y,N,TX,"Internal Medicine - Endocrinology, Diabetes & Metabolism"
1427440437,off-grid,N,N,NH,Social Worker - Clinical
1033245469,off-grid,Y,N,NH,Hospitalist
1770132748,T1,N,N,MA,Counselor - Mental Health
1518657469,off-grid,N,N,MA,Nurse Practitioner - Family
1548852858,T1,N,N,MA,Counselor - Mental Health
1760435390,off-grid,N,N,MA,Physician Assistant
1336535020,off-grid,N,N,MA,Ophthalmology
1558724013,off-grid,N,N,NH,Internal Medicine - Medical Oncology
1841133485,T1,N,N,RI,Social Worker - Clinical
1699489369,T2,N,N,ME,Counselor - Mental Health
1326421983,T1,N,N,MA,Social Worker - Clinical
1295120251,off-grid,N,N,MA,Emergency Medicine
1053693549,off-grid,Y,N,MA,Nurse Practitioner - Family
1083112502,off-grid,Y,N,MA,Registered Nurse
1265439095,off-grid,N,N,MA,Physician Assistant
1073510822,off-grid,Y,N,MA,Internal Medicine
1306026794,off-grid,N,N,ME,Family Medicine
1386284768,off-grid,Y,N,RI,Nurse Practitioner
1235591736,off-grid,N,N,MA,Internal Medicine
1497069637,off-grid,N,N,NH,Nurse Practitioner - Family
1801259296,off-grid,Y,N,MA,Internal Medicine - Cardiovascular Disease
1831326735,T1,N,N,MA,Counselor
1821002189,T4,N,N,VT,Physical Therapist
1548464092,off-grid,N,N,MA,Social Worker
1922560960,off-grid,N,N,FL,Emergency Medicine
1114244571,T5,N,N,MA,"Dietitian, Registered"
1922837707,T5,N,N,GA,"Dietitian, Registered"
1659504751,off-grid,N,N,ME,Internal Medicine - Pulmonary Disease
1194831925,off-grid,N,N,RI,Internal Medicine - Hematology & Oncology
1699199679,T4,N,N,NH,Physical Therapist
1962175323,off-grid,N,N,RI,Optometrist
1124397211,off-grid,Y,N,NH,Clinic/Center - VA
1801061809,off-grid,Y,N,MA,Physical Medicine & Rehabilitation
1205992336,off-grid,N,N,NH,Social Worker - Clinical
1215560255,off-grid,N,N,NH,Nurse Practitioner - Gerontology
1154212975,off-grid,Y,N,ME,Nurse Practitioner - Psychiatric/Mental Health
1962877662,off-grid,Y,N,MA,Nurse Practitioner
1528019130,off-grid,Y,N,ME,Clinic/Center - VA
1386150928,T1,N,N,WY,Social Worker - Clinical
1235994708,T1,N,N,RI,Counselor - Mental Health
1619162351,T1,N,N,IL,Marriage & Family Therapist
1508782582,off-grid,N,N,MA,Physician Assistant
1871871376,T5,N,N,CA,Psychologist
1891114591,off-grid,Y,N,MA,Nurse Practitioner - Neonatal
1629446877,T1,N,N,MA,Behavior Analyst
1013038967,T5,N,N,MA,Radiology - Vascular & Interventional Radiology
1104128909,off-grid,N,N,MA,Orthopaedic Surgery
1225812050,off-grid,N,N,NH,Nurse Practitioner - Family
1508694910,T2,N,N,ME,Social Worker - Clinical
1386390656,off-grid,N,N,NJ,Social Worker - Clinical
1205396074,off-grid,N,N,MA,Physician Assistant
1023083029,off-grid,Y,N,RI,Physician Assistant
1043992456,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1275121402,off-grid,N,N,MA,Nurse Practitioner - Gerontology
1235482035,off-grid,N,N,MA,Nurse Practitioner - Adult Health
1912940560,off-grid,N,N,NH,Chiropractor
1497764997,T1,N,N,RI,Counselor - Addiction (Substance Use Disorder)
1114624483,T1,N,N,MA,Social Worker
1245477470,T1,N,N,MA,Counselor - Mental Health
1417407685,T1,N,N,MA,Social Worker - Clinical
1144834847,T1,N,N,MA,Counselor - Mental Health
1356492474,off-grid,N,N,MA,Surgery - Vascular Surgery
1386037943,off-grid,N,N,NH,Orthopaedic Surgery
1952958332,off-grid,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1942699491,T1,N,N,MA,Social Worker
1356802177,off-grid,N,N,MA,Pediatrics
1942565304,off-grid,Y,N,MA,Nurse Practitioner - Family
1285058776,off-grid,N,N,MA,Behavior Analyst
1770953515,off-grid,Y,N,MA,Physician Assistant
1548633167,off-grid,N,N,MA,"Dietitian, Registered"
1245290725,T3,N,N,MA,Nurse Practitioner
1548202641,off-grid,Y,N,MA,General Acute Care Hospital
1881621621,off-grid,N,N,MN,Radiology - Diagnostic Radiology
1487940888,off-grid,N,N,IL,Emergency Medicine
1033415682,off-grid,N,N,RI,Internal Medicine - Geriatric Medicine
1972674588,off-grid,Y,N,MA,Radiology - Radiation Oncology
1144619149,off-grid,Y,N,MA,Nurse Practitioner - Family
1982613907,T5,N,N,MA,Podiatrist
1720337207,off-grid,N,N,MA,Nurse Practitioner - Adult Health
1376651695,off-grid,Y,N,MA,Emergency Medicine
1598834111,off-grid,N,N,MA,Obstetrics & Gynecology - Maternal & Fetal Medicine
1588936116,T1,N,N,IA,Counselor - Professional
1821972738,T1,N,N,FL,Social Worker - Clinical
1033565478,T3,N,N,VT,Physician Assistant
1174969802,off-grid,Y,N,MA,Physician Assistant - Medical
1962917690,off-grid,Y,N,MA,Physician Assistant
1225266414,off-grid,N,N,MA,Pediatrics
1275127458,T5,N,N,RI,Psychologist - Clinical Child & Adolescent
1255816922,off-grid,Y,N,MA,Physician Assistant
1194418418,off-grid,N,N,CA,Optometrist
1831171438,T4,N,N,VT,Psychiatry & Neurology - Neurology
